date,OT,HUFL,HULL,MUFL,MULL,LUFL,LULL
2017-07-27 08:00:00,21.03,2.95,2.55,3.06,2.24,8.28,0.00
2017-07-27 09:00:00,21.67,-2.48,1.81,-2.63,1.21,8.28,0.00
2017-07-27 10:00:00,21.81,-5.02,2.81,-5.08,2.06,8.28,0.00
2017-07-27 11:00:00,22.51,-6.90,3.62,-6.97,2.98,8.28,0.00
2017-07-27 12:00:00,23.35,-6.16,3.95,-6.22,3.55,8.28,0.00
2017-07-27 13:00:00,23.64,-5.56,3.95,-6.22,3.41,8.28,0.00
2017-07-27 14:00:00,24.41,-5.49,2.55,-5.44,2.74,8.28,0.00
2017-07-27 15:00:00,24.48,-3.82,1.88,-3.91,1.85,8.28,0.00
2017-07-27 16:00:00,25.25,-1.34,0.80,-1.46,0.68,8.28,0.00
2017-07-27 17:00:00,24.90,3.21,0.34,3.20,0.18,8.28,0.00
2017-07-27 18:00:00,23.85,8.64,0.00,8.71,-0.28,8.28,0.00
2017-07-27 19:00:00,22.93,10.31,0.20,10.38,-0.04,8.28,0.00
2017-07-27 20:00:00,22.44,13.86,0.87,13.97,0.50,8.28,0.00
2017-07-27 21:00:00,22.16,13.60,1.00,13.72,0.18,8.28,0.00
2017-07-27 22:00:00,21.88,13.46,1.07,13.50,0.53,8.28,0.00
2017-07-27 23:00:00,21.53,13.86,0.13,13.75,0.28,8.28,0.00
2017-07-28 00:00:00,20.96,13.33,1.47,13.93,1.17,8.28,0.00
2017-07-28 01:00:00,21.17,13.13,1.81,13.47,1.07,8.28,0.00
2017-07-28 02:00:00,20.61,13.26,1.47,12.33,0.35,8.28,0.00
2017-07-28 03:00:00,20.33,12.32,1.61,12.05,0.82,8.28,0.00
2017-07-28 04:00:00,20.12,10.78,0.67,10.73,0.07,8.28,0.00
2017-07-28 05:00:00,19.63,10.31,0.60,9.42,-0.25,8.28,0.00
2017-07-28 06:00:00,19.27,9.24,0.74,8.67,-0.32,8.28,0.00
2017-07-28 07:00:00,19.63,5.69,0.80,5.72,0.25,8.28,0.00
2017-07-28 08:00:00,20.61,0.60,0.74,0.21,0.68,8.28,0.00
2017-07-28 09:00:00,20.82,-4.09,1.67,-4.16,1.63,8.28,0.00
2017-07-28 10:00:00,21.25,-6.16,2.88,-6.25,2.20,8.28,0.00
2017-07-28 11:00:00,21.60,-7.77,4.29,-8.14,4.05,8.28,0.00
2017-07-28 12:00:00,21.74,-7.84,3.35,-8.74,3.09,8.28,0.00
2017-07-28 13:00:00,22.23,-7.17,3.35,-7.36,3.48,8.28,0.00
2017-07-28 14:00:00,23.14,-5.76,3.75,-5.65,2.70,8.28,0.00
2017-07-28 15:00:00,24.06,-2.88,2.01,-3.45,1.95,8.28,0.00
2017-07-28 16:00:00,24.90,-0.74,1.34,-0.89,1.32,8.28,0.00
2017-07-28 17:00:00,24.34,3.42,0.40,3.45,0.25,8.28,0.00
2017-07-28 18:00:00,23.64,7.37,0.00,7.43,-0.25,8.28,0.00
2017-07-28 19:00:00,22.44,10.38,0.13,10.38,-0.18,8.28,0.00
2017-07-28 20:00:00,22.02,13.66,0.67,14.36,0.64,8.28,0.00
2017-07-28 21:00:00,21.67,13.60,1.47,13.75,0.39,8.28,0.00
2017-07-28 22:00:00,21.39,13.60,1.81,13.79,1.56,8.28,0.00
2017-07-28 23:00:00,21.25,12.39,0.34,12.54,-0.11,8.28,0.00
2017-07-29 00:00:00,20.68,13.19,1.00,13.29,0.68,8.28,0.00
2017-07-29 01:00:00,20.19,14.20,2.14,14.21,1.28,8.28,0.00
2017-07-29 02:00:00,19.98,11.72,1.21,11.65,0.25,8.28,0.00
2017-07-29 03:00:00,19.49,11.85,0.74,11.48,0.35,8.28,0.00
2017-07-29 04:00:00,19.56,11.32,0.74,11.37,0.21,8.28,0.00
2017-07-29 05:00:00,19.27,10.11,0.60,10.41,0.04,8.28,0.00
2017-07-29 06:00:00,18.78,7.57,0.47,7.89,-0.28,8.28,0.00
2017-07-29 07:00:00,19.13,5.63,0.80,5.37,0.46,8.28,0.00
2017-07-29 08:00:00,19.49,-0.07,0.94,0.04,0.64,8.28,0.00
2017-07-29 09:00:00,19.91,-4.29,2.08,-4.44,1.63,8.28,0.00
2017-07-29 10:00:00,19.98,-7.03,3.28,-7.57,2.70,8.28,0.00
2017-07-29 11:00:00,20.54,-10.11,4.02,-10.06,3.34,8.28,0.00
2017-07-29 12:00:00,20.68,-7.30,2.75,-7.75,2.66,8.28,0.00
2017-07-29 13:00:00,20.96,-8.57,3.15,-8.56,3.59,8.28,0.00
2017-07-29 14:00:00,22.23,-6.63,3.42,-6.54,2.17,8.28,0.00
2017-07-29 15:00:00,22.86,-4.15,1.34,-4.58,1.42,8.28,0.00
2017-07-29 16:00:00,23.43,-1.94,1.27,-1.03,0.96,8.28,0.00
2017-07-29 17:00:00,23.00,2.14,0.20,2.20,0.11,8.28,0.00
2017-07-29 18:00:00,22.09,11.92,1.41,6.72,-0.50,5.12,1.43
2017-07-29 19:00:00,21.17,14.53,1.47,8.88,-0.64,5.76,1.52
2017-07-29 20:00:00,20.61,20.97,3.08,12.86,0.07,7.89,1.49
2017-07-29 21:00:00,20.19,22.44,3.28,14.82,0.21,8.01,1.61
2017-07-29 22:00:00,19.91,21.10,3.82,14.32,0.82,7.34,1.58
2017-07-29 23:00:00,19.77,20.23,2.68,13.43,0.43,6.95,1.43
2017-07-30 00:00:00,19.42,20.70,3.68,14.32,0.82,6.52,1.37
2017-07-30 01:00:00,19.20,20.70,5.02,14.93,1.88,6.15,1.34
2017-07-30 02:00:00,19.20,19.36,4.69,14.11,0.64,5.73,1.55
2017-07-30 03:00:00,18.78,18.55,3.95,13.57,1.14,5.24,1.55
2017-07-30 04:00:00,18.64,16.88,3.28,12.08,0.64,4.97,1.55
2017-07-30 05:00:00,18.29,16.95,2.95,12.37,0.89,4.84,1.55
2017-07-30 06:00:00,18.08,15.00,3.21,9.98,0.39,5.03,1.86
2017-07-30 07:00:00,18.57,12.79,2.61,7.36,0.07,4.45,1.89
2017-07-30 08:00:00,19.34,5.02,3.15,0.00,1.32,4.87,1.98
2017-07-30 09:00:00,19.63,-0.54,2.81,-6.11,0.68,4.90,1.86
2017-07-30 10:00:00,19.20,0.67,3.42,-4.41,1.46,5.21,1.83
2017-07-30 11:00:00,19.27,-1.21,3.82,-6.72,1.78,5.48,1.86
2017-07-30 12:00:00,19.70,-7.30,5.02,-12.94,3.16,5.66,1.77
2017-07-30 13:00:00,19.77,-5.09,4.55,-11.16,2.63,5.85,1.37
2017-07-30 14:00:00,19.84,-1.27,2.41,-7.11,1.35,5.42,1.31
2017-07-30 15:00:00,20.82,7.70,1.94,3.09,0.14,5.42,1.22
2017-07-30 16:00:00,19.06,4.02,1.67,-0.25,-0.25,4.30,1.04
2017-07-30 17:00:00,18.29,9.98,1.14,4.26,-0.60,4.72,1.25
2017-07-30 18:00:00,17.87,9.98,0.54,5.72,-1.10,4.20,1.16
2017-07-30 19:00:00,11.82,9.78,-0.47,6.36,-1.71,3.44,0.98
2017-07-30 20:00:00,15.90,16.54,1.27,10.31,-0.75,6.49,1.49
2017-07-30 21:00:00,16.18,18.08,1.61,12.12,-0.46,6.18,1.49
2017-07-30 22:00:00,16.46,18.35,2.08,12.30,-0.21,5.82,1.37
2017-07-30 23:00:00,16.74,17.82,2.55,12.30,-0.46,5.94,1.43
2017-07-31 00:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 01:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 02:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 03:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 04:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 05:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 06:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 07:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 08:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 09:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 10:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 11:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 12:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 13:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 14:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 15:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 16:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 17:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 18:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 19:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 20:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 21:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 22:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-07-31 23:00:00,16.88,19.69,3.28,14.36,0.96,5.51,1.46
2017-08-01 00:00:00,17.87,18.55,3.01,12.76,1.03,5.88,1.52
2017-08-01 01:00:00,17.80,17.01,2.28,11.55,0.28,5.70,1.58
2017-08-01 02:00:00,17.52,15.14,1.88,10.52,0.35,4.99,1.22
2017-08-01 03:00:00,17.80,13.40,1.21,9.88,-0.11,4.17,1.28
2017-08-01 04:00:00,17.09,13.53,1.41,8.88,-0.11,4.26,1.07
2017-08-01 05:00:00,16.67,12.39,1.67,8.07,-0.25,4.75,1.19
2017-08-01 06:00:00,16.74,11.59,1.14,6.68,-1.32,4.39,1.10
2017-08-01 07:00:00,16.60,5.56,1.34,1.49,-0.07,3.81,1.28
2017-08-01 08:00:00,17.02,5.63,1.27,1.88,0.18,3.50,1.31
2017-08-01 09:00:00,16.25,3.42,1.54,0.21,0.07,3.47,1.40
2017-08-01 10:00:00,16.46,6.36,1.54,2.49,0.04,3.90,1.10
2017-08-01 11:00:00,16.25,-2.28,1.81,-6.04,0.96,4.08,1.04
2017-08-01 12:00:00,17.17,-4.55,2.88,-8.78,1.99,3.93,1.04
2017-08-01 13:00:00,17.45,-8.98,3.88,-13.61,2.49,4.20,1.13
2017-08-01 14:00:00,18.43,3.28,2.14,-1.35,0.14,4.99,1.64
2017-08-01 15:00:00,17.59,6.76,1.61,2.66,-0.11,4.20,1.34
2017-08-01 16:00:00,17.24,7.90,1.34,3.94,-0.32,4.26,1.25
2017-08-01 17:00:00,16.81,6.36,1.21,2.49,-0.32,4.66,1.49
2017-08-01 18:00:00,16.25,8.64,0.60,4.55,-1.17,4.14,1.37
2017-08-01 19:00:00,15.83,9.91,-0.27,6.08,-1.10,4.54,1.25
2017-08-01 20:00:00,15.90,14.80,0.54,8.85,-1.42,6.30,1.28
2017-08-01 21:00:00,16.32,13.80,0.00,8.31,-1.71,5.36,1.10
2017-08-01 22:00:00,16.67,13.53,1.07,8.74,-0.96,4.75,1.46
2017-08-01 23:00:00,15.55,12.12,0.40,7.78,-1.00,4.45,0.88
2017-08-02 00:00:00,15.76,14.20,1.61,9.88,-0.21,4.42,1.31
2017-08-02 01:00:00,14.84,12.19,1.00,9.31,-0.35,3.59,1.00
2017-08-02 02:00:00,15.05,12.59,1.41,9.17,-0.32,3.69,0.85
2017-08-02 03:00:00,15.27,10.52,0.07,7.36,-0.96,3.02,0.76
2017-08-02 04:00:00,14.77,11.59,0.94,8.10,-0.53,3.50,1.10
2017-08-02 05:00:00,15.13,10.31,0.67,6.61,-1.42,3.65,0.98
2017-08-02 06:00:00,12.94,10.85,1.07,6.97,-1.21,4.11,0.76
2017-08-02 07:00:00,14.21,7.90,1.41,4.66,0.25,3.14,0.76
2017-08-02 08:00:00,14.84,5.29,0.54,2.42,-0.50,3.53,1.13
2017-08-02 09:00:00,15.48,3.01,1.14,-0.46,-0.53,3.69,1.22
2017-08-02 10:00:00,15.55,2.61,0.80,-1.85,0.00,4.20,1.04
2017-08-02 11:00:00,15.83,2.01,1.34,-1.99,-0.32,4.05,1.16
2017-08-02 12:00:00,15.97,2.55,0.67,-1.00,-0.92,3.59,1.28
2017-08-02 13:00:00,16.53,2.68,0.34,-1.00,-1.07,3.59,1.19
2017-08-02 14:00:00,14.91,5.09,0.74,1.63,-1.07,3.29,1.13
2017-08-02 15:00:00,16.11,1.47,0.67,-2.45,-0.32,3.32,1.19
2017-08-02 16:00:00,16.46,5.22,0.34,1.32,-1.07,4.05,1.52
2017-08-02 17:00:00,15.48,8.98,0.47,4.94,-1.00,3.72,1.31
2017-08-02 18:00:00,12.80,8.98,-0.07,5.40,-1.60,4.14,1.28
2017-08-02 19:00:00,12.94,10.05,-0.80,6.22,-2.13,3.84,0.73
2017-08-02 20:00:00,13.44,11.05,-0.47,6.72,-1.81,4.05,0.88
2017-08-02 21:00:00,15.62,10.18,-1.61,6.72,-2.59,3.41,0.64
2017-08-02 22:00:00,16.39,12.32,0.34,9.24,-1.00,3.17,0.64
2017-08-02 23:00:00,14.70,13.66,1.74,10.34,0.07,3.50,0.91
2017-08-03 00:00:00,12.80,15.40,3.01,12.79,1.24,3.17,0.82
2017-08-03 01:00:00,12.94,13.33,1.81,11.09,0.75,2.65,0.64
2017-08-03 02:00:00,12.03,13.60,1.67,11.02,0.71,2.53,0.67
2017-08-03 03:00:00,15.34,12.06,1.34,9.45,-0.04,2.56,0.70
2017-08-03 04:00:00,15.90,14.20,1.81,10.87,0.60,2.59,0.76
2017-08-03 05:00:00,16.32,13.33,1.94,9.91,0.39,3.11,0.91
2017-08-03 06:00:00,16.32,13.46,2.14,9.84,0.35,3.38,1.00
2017-08-03 07:00:00,16.95,12.39,1.67,9.31,0.75,3.38,1.10
2017-08-03 08:00:00,17.59,6.50,1.61,3.27,0.04,3.59,1.28
2017-08-03 09:00:00,16.88,8.84,1.94,5.19,-0.07,3.75,1.25
2017-08-03 10:00:00,17.31,-1.47,1.74,-6.15,0.25,4.20,1.37
2017-08-03 11:00:00,16.95,-0.07,2.08,-3.87,0.68,3.93,1.13
2017-08-03 12:00:00,16.95,-4.76,1.81,-8.35,0.25,3.69,1.07
2017-08-03 13:00:00,17.17,-14.67,4.69,-17.38,3.16,3.32,0.85
2017-08-03 14:00:00,14.00,-10.78,3.68,-14.07,2.45,3.02,0.85
2017-08-03 15:00:00,14.84,-7.23,2.41,-11.02,1.28,3.14,1.00
2017-08-03 16:00:00,17.09,2.01,0.34,-1.39,-0.28,3.11,0.94
2017-08-03 17:00:00,17.09,6.83,0.20,3.45,-0.96,3.38,0.85
2017-08-03 18:00:00,17.17,7.57,-0.27,4.48,-1.35,3.05,0.76
2017-08-03 19:00:00,16.88,9.04,-0.40,5.90,-1.56,3.20,0.64
2017-08-03 20:00:00,16.81,12.19,0.13,7.89,-1.14,4.39,0.70
2017-08-03 21:00:00,16.60,10.85,-0.13,6.89,-1.49,3.84,0.70
2017-08-03 22:00:00,16.67,10.45,0.13,7.25,-1.67,3.32,0.64
2017-08-03 23:00:00,16.53,10.78,0.67,8.46,-0.60,3.17,0.73
2017-08-04 00:00:00,16.81,12.73,2.08,9.59,0.28,3.32,0.73
2017-08-04 01:00:00,16.46,11.05,1.21,8.10,-0.25,2.95,0.76
2017-08-04 02:00:00,16.60,12.46,2.01,9.45,0.43,2.71,0.73
2017-08-04 03:00:00,16.60,11.99,1.94,8.95,0.11,2.92,1.00
2017-08-04 04:00:00,16.67,11.45,1.41,8.49,0.14,2.68,0.73
2017-08-04 05:00:00,16.32,10.92,1.14,7.92,-0.18,3.23,0.94
2017-08-04 06:00:00,16.60,11.79,1.74,8.31,0.25,3.63,0.98
2017-08-04 07:00:00,17.24,8.98,2.28,5.33,0.60,3.59,1.07
2017-08-04 08:00:00,18.01,4.55,1.54,1.56,0.75,3.20,0.98
2017-08-04 09:00:00,18.36,-1.47,2.81,-5.51,1.03,3.65,1.13
2017-08-04 10:00:00,18.78,-3.48,3.62,-7.78,2.27,4.48,1.10
2017-08-04 11:00:00,19.63,-5.56,4.15,-10.41,2.63,4.45,1.00
2017-08-04 12:00:00,17.80,-5.76,3.28,-9.56,1.46,3.78,0.94
2017-08-04 13:00:00,14.35,2.68,1.41,-0.64,0.25,3.59,1.00
2017-08-04 14:00:00,19.91,-4.89,2.68,-8.92,1.56,3.87,0.94
2017-08-04 15:00:00,20.54,10.52,0.87,6.82,-0.64,3.81,1.04
2017-08-04 16:00:00,20.26,0.34,1.74,-4.51,0.68,3.78,0.94
2017-08-04 17:00:00,21.46,5.22,1.07,1.21,-0.07,3.99,0.94
2017-08-04 18:00:00,20.68,9.44,0.40,5.33,-0.75,4.11,0.88
2017-08-04 19:00:00,19.27,12.86,0.27,8.07,-0.85,4.81,0.88
2017-08-04 20:00:00,18.85,18.08,1.61,11.09,-0.68,7.07,1.07
2017-08-04 21:00:00,18.99,17.82,1.34,12.08,-0.75,6.06,1.16
2017-08-04 22:00:00,18.99,16.14,1.54,10.87,-0.78,5.30,1.07
2017-08-04 23:00:00,18.78,16.41,1.88,12.01,0.18,4.54,0.98
2017-08-05 00:00:00,19.42,17.88,4.22,14.21,2.10,4.08,1.10
2017-08-05 01:00:00,19.49,17.55,4.09,13.33,1.60,4.17,1.22
2017-08-05 02:00:00,19.49,14.33,2.21,11.23,0.50,3.81,1.25
2017-08-05 03:00:00,19.63,15.81,3.01,12.12,1.28,3.81,1.16
2017-08-05 04:00:00,19.34,13.66,2.55,10.38,0.43,3.38,1.28
2017-08-05 05:00:00,19.06,14.60,3.08,10.23,0.82,4.02,1.34
2017-08-05 06:00:00,19.20,14.33,2.75,9.88,0.82,4.30,1.49
2017-08-05 07:00:00,20.19,9.18,2.21,5.37,0.18,3.99,1.46
2017-08-05 08:00:00,20.47,4.82,2.68,0.64,0.68,4.20,1.46
2017-08-05 09:00:00,20.40,-0.74,2.14,-5.01,0.75,4.32,1.34
2017-08-05 10:00:00,20.68,-1.67,3.01,-5.72,1.39,4.54,0.98
2017-08-05 11:00:00,20.75,-4.29,4.09,-8.64,3.02,4.78,1.00
2017-08-05 12:00:00,21.03,-4.82,3.82,-10.13,2.42,5.15,1.34
2017-08-05 13:00:00,21.46,-4.76,4.76,-9.45,3.48,5.12,1.40
2017-08-05 14:00:00,21.53,-3.75,3.88,-8.95,2.27,4.99,0.98
2017-08-05 15:00:00,23.14,8.10,1.81,3.20,0.25,4.93,1.25
2017-08-05 16:00:00,22.93,4.02,2.41,-0.89,1.03,4.87,1.31
2017-08-05 17:00:00,21.67,8.77,1.47,3.41,-0.25,4.81,1.40
2017-08-05 18:00:00,20.96,11.99,1.81,7.18,0.11,4.81,1.43
2017-08-05 19:00:00,20.89,15.27,1.47,9.31,-0.75,5.79,1.61
2017-08-05 20:00:00,19.91,19.16,2.68,11.62,-0.46,7.49,1.71
2017-08-05 21:00:00,19.98,17.75,1.47,10.66,-1.14,7.01,1.98
2017-08-05 22:00:00,19.84,15.07,1.54,9.56,-0.68,5.21,1.28
2017-08-05 23:00:00,19.91,13.66,1.14,8.88,-0.64,4.84,1.16
2017-08-06 00:00:00,19.49,15.40,1.94,10.70,0.18,4.14,1.07
2017-08-06 01:00:00,19.06,14.74,1.74,10.70,0.32,4.20,1.28
2017-08-06 02:00:00,18.78,13.19,1.81,10.48,0.18,2.83,1.10
2017-08-06 03:00:00,18.99,13.19,2.28,9.98,0.39,2.71,1.19
2017-08-06 04:00:00,19.20,12.79,1.88,9.49,0.00,2.71,1.10
2017-08-06 05:00:00,18.78,12.32,1.41,8.95,-0.25,2.95,1.10
2017-08-06 06:00:00,18.57,11.39,1.07,8.10,-0.57,3.38,1.31
2017-08-06 07:00:00,18.85,6.50,1.21,3.45,-0.28,3.11,1.37
2017-08-06 08:00:00,19.27,1.54,2.34,-1.42,0.32,3.14,1.31
2017-08-06 09:00:00,19.91,-2.21,3.01,-5.61,1.17,3.23,1.31
2017-08-06 10:00:00,20.68,-2.95,4.22,-7.85,1.92,4.20,1.40
2017-08-06 11:00:00,20.82,-4.89,4.15,-10.02,2.59,5.18,1.43
2017-08-06 12:00:00,20.96,-4.35,4.42,-10.16,2.49,5.39,1.25
2017-08-06 13:00:00,21.39,-4.35,5.02,-10.20,2.74,5.79,1.40
2017-08-06 14:00:00,22.44,-3.15,3.82,-8.64,2.27,5.33,1.34
2017-08-06 15:00:00,23.28,0.60,2.81,-4.69,1.17,5.36,1.40
2017-08-06 16:00:00,23.43,3.82,2.21,-1.10,0.71,4.93,1.43
2017-08-06 17:00:00,23.07,8.04,1.34,3.09,-0.21,4.93,1.28
2017-08-06 18:00:00,21.88,11.39,1.14,6.11,-0.85,5.03,1.49
2017-08-06 19:00:00,20.82,15.20,0.67,9.38,-1.28,5.85,1.34
2017-08-06 20:00:00,20.89,19.69,2.34,12.37,-0.18,7.40,1.40
2017-08-06 21:00:00,20.89,20.16,2.68,13.26,-0.32,7.13,1.46
2017-08-06 22:00:00,21.03,19.76,2.61,13.50,0.50,6.03,1.28
2017-08-06 23:00:00,21.03,18.62,3.01,12.65,0.50,5.70,1.28
2017-08-07 00:00:00,20.89,19.29,2.95,13.65,0.60,5.54,1.55
2017-08-07 01:00:00,20.96,18.62,3.75,13.72,0.96,5.15,1.43
2017-08-07 02:00:00,20.96,16.75,3.01,11.69,0.43,4.97,1.52
2017-08-07 03:00:00,20.75,16.41,2.68,11.37,0.43,4.54,1.46
2017-08-07 04:00:00,20.75,15.20,3.21,11.34,0.53,4.48,1.25
2017-08-07 05:00:00,20.47,15.87,1.81,11.12,0.18,4.66,1.55
2017-08-07 06:00:00,20.40,13.19,2.28,9.24,-0.18,4.32,1.67
2017-08-07 07:00:00,21.10,10.38,2.41,5.79,0.60,4.05,1.52
2017-08-07 08:00:00,21.03,6.70,3.28,2.49,1.21,4.23,1.52
2017-08-07 09:00:00,21.17,-0.27,2.81,-4.94,0.82,4.87,1.71
2017-08-07 10:00:00,21.81,-1.47,4.69,-7.18,2.17,5.06,1.58
2017-08-07 11:00:00,22.09,-2.95,4.49,-9.67,2.49,5.76,1.64
2017-08-07 12:00:00,21.95,-2.68,4.09,-8.67,2.35,5.97,1.49
2017-08-07 13:00:00,22.79,-2.34,4.89,-8.88,2.70,6.28,1.46
2017-08-07 14:00:00,23.07,0.80,4.62,-5.40,3.02,6.03,1.49
2017-08-07 15:00:00,22.51,6.03,1.94,0.50,0.04,5.45,1.49
2017-08-07 16:00:00,21.46,9.98,1.00,5.37,-0.64,4.69,1.55
2017-08-07 17:00:00,21.67,8.31,0.40,4.19,-0.85,4.02,1.00
2017-08-07 18:00:00,20.96,10.18,0.47,6.08,-0.71,4.08,1.16
2017-08-07 19:00:00,20.82,15.40,0.67,9.06,-1.14,6.30,1.31
2017-08-07 20:00:00,19.91,19.89,2.88,11.98,-0.28,8.07,1.86
2017-08-07 21:00:00,20.19,18.29,1.41,11.41,-1.60,6.95,1.64
2017-08-07 22:00:00,20.40,20.09,3.15,13.04,0.21,6.76,1.86
2017-08-07 23:00:00,17.45,15.81,1.14,10.48,-1.35,5.33,1.49
2017-08-08 00:00:00,14.84,17.01,3.82,13.36,1.46,3.59,1.16
2017-08-08 01:00:00,18.22,15.61,3.15,11.87,1.49,3.53,1.10
2017-08-08 02:00:00,18.01,17.21,3.42,13.65,1.28,3.32,1.07
2017-08-08 03:00:00,17.45,14.00,1.81,10.91,0.43,2.98,0.88
2017-08-08 04:00:00,18.01,15.34,2.55,12.30,0.92,2.77,0.85
2017-08-08 05:00:00,17.73,15.14,2.41,12.33,0.85,2.89,0.67
2017-08-08 06:00:00,17.31,14.53,1.88,11.37,0.11,3.56,0.88
2017-08-08 07:00:00,17.02,12.93,2.01,10.38,0.35,3.05,0.88
2017-08-08 08:00:00,16.32,9.78,0.87,6.82,-0.50,3.29,1.22
2017-08-08 09:00:00,11.96,8.17,-1.61,5.30,-2.95,2.95,1.25
2017-08-08 10:00:00,12.94,8.98,0.40,5.37,-1.46,3.41,1.19
2017-08-08 11:00:00,11.54,8.98,-0.27,4.87,-1.99,3.41,1.13
2017-08-08 12:00:00,14.70,-0.20,0.00,-4.09,-0.71,3.50,1.49
2017-08-08 13:00:00,12.38,7.84,-0.54,4.73,-2.13,3.20,1.22
2017-08-08 14:00:00,15.76,3.42,-0.27,0.28,-1.42,3.14,1.13
2017-08-08 15:00:00,14.07,5.29,-0.40,2.17,-1.99,3.23,1.25
2017-08-08 16:00:00,10.83,8.44,-0.27,4.76,-2.13,3.63,1.40
2017-08-08 17:00:00,10.76,8.91,-0.54,4.97,-2.49,3.69,1.40
2017-08-08 18:00:00,13.01,7.70,-0.07,4.37,-1.81,3.32,1.28
2017-08-08 19:00:00,15.19,7.90,-0.54,4.44,-2.10,3.38,1.25
2017-08-08 20:00:00,14.49,9.31,-0.40,5.44,-1.99,3.84,1.16
2017-08-08 21:00:00,12.87,8.10,-1.14,5.01,-2.59,3.08,0.91
2017-08-08 22:00:00,14.84,8.24,-0.40,5.26,-2.06,3.05,1.04
2017-08-08 23:00:00,15.05,7.90,-0.80,5.33,-2.03,2.65,0.91
2017-08-09 00:00:00,15.27,10.98,1.00,8.39,-0.07,2.59,0.82
2017-08-09 01:00:00,15.34,10.92,1.14,8.42,-0.25,2.41,0.76
2017-08-09 02:00:00,15.05,10.45,0.80,8.24,-0.07,2.32,0.73
2017-08-09 03:00:00,15.05,10.25,0.87,8.24,-0.35,2.32,0.76
2017-08-09 04:00:00,14.98,10.05,0.54,7.50,-0.57,2.59,0.94
2017-08-09 05:00:00,12.31,10.92,0.80,7.96,-0.53,2.95,0.98
2017-08-09 06:00:00,11.68,10.11,0.00,7.14,-1.49,3.50,1.07
2017-08-09 07:00:00,11.54,9.51,0.54,5.76,-1.53,3.78,1.34
2017-08-09 08:00:00,14.70,9.85,1.74,6.04,-0.11,3.87,1.34
2017-08-09 09:00:00,15.55,7.50,1.34,3.31,-0.39,3.75,1.49
2017-08-09 10:00:00,15.90,6.76,1.41,2.45,-0.43,4.54,1.67
2017-08-09 11:00:00,15.83,-2.14,1.94,-6.29,0.39,4.26,1.61
2017-08-09 12:00:00,15.83,-0.67,1.47,-4.48,-0.60,3.72,1.55
2017-08-09 13:00:00,16.11,0.94,0.94,-2.74,-0.71,3.78,1.61
2017-08-09 14:00:00,16.67,0.60,1.34,-3.02,-0.07,3.87,1.55
2017-08-09 15:00:00,16.81,4.76,1.07,1.00,-0.64,3.65,1.61
2017-08-09 16:00:00,16.53,4.22,0.13,0.53,-1.39,3.53,1.46
2017-08-09 17:00:00,17.09,3.42,0.00,0.00,-1.46,3.56,1.22
2017-08-09 18:00:00,16.74,7.84,0.00,4.44,-1.49,3.41,1.10
2017-08-09 19:00:00,15.62,8.44,-0.74,4.94,-2.42,3.50,1.16
2017-08-09 20:00:00,15.76,10.78,0.00,6.43,-1.53,4.36,1.19
2017-08-09 21:00:00,15.83,9.31,-0.60,5.79,-2.27,3.47,1.07
2017-08-09 22:00:00,15.69,9.44,0.00,5.44,-1.71,3.53,1.22
2017-08-09 23:00:00,15.34,9.58,0.40,6.43,-0.89,3.02,1.07
2017-08-10 00:00:00,15.97,10.52,0.54,8.03,-0.75,2.59,0.85
2017-08-10 01:00:00,15.62,11.39,1.81,8.64,0.07,2.74,0.79
2017-08-10 02:00:00,15.55,9.38,0.67,6.97,-0.32,2.62,0.94
2017-08-10 03:00:00,15.69,9.85,0.87,7.36,-0.57,2.95,0.91
2017-08-10 04:00:00,15.55,9.91,0.47,7.04,-0.89,2.89,0.91
